,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60
0,SH601229,0.08321317339607794,0.9285714285714286,,,,SH601229,上海银行,2026-08-19,0.018789213,0.026095966,0.72000456,0.0020876077,0.07999734,0.0052191433,0.1999981,0.02192075,0.84000534,0.9815573,1.0020491,0.9764344,0.9947155,0.9497072,0.9507717,0.93746674,0.92921764,0.9063331,0.9722192,0.96021813,0.9589941,0.94926375,0.9350186,0.017472195,0.017366694,0.017032504,0.020530915,0.023413315,0.010377857,0.0048462306,0.0012440626,0.001760338,0.0008968993,0.8819835,0.7138144,0.18672198,0.56974065,0.4475704,0.0070250514,0.017973805,0.029187297,0.025211344,0.03852288,1.0020491,1.0020491,1.0020491,1.0020491,1.0020491,0.94755244,0.93641526,0.92915136,0.907781,0.88216835,0.9810537,0.96801484,0.9697179,0.9653007,0.95284724,0.96285254,0.9488557,0.9450771,0.9319851,0.913571,1.0,1.0,1.0,1.0,1.0,0.9623994,0.96877974,0.9718907,0.97826296,0.9829071,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.05,0.1,0.38333333,0.8,0.8,0.95,0.9,0.6166667,0.883762,0.89387405,0.74629676,0.6129888,0.66020805,0.86483014,0.63818187,0.42193708,0.3634135,0.36756325,1.0,0.8,0.7,0.6333333,0.56666666,0.0,0.2,0.3,0.36666667,0.4,1.0,0.6,0.4,0.26666668,0.16666667,1.0,0.8245614,0.6685797,0.6198199,0.5777386,0.0,0.17543855,0.33142027,0.38018012,0.42226142,1.0,0.6491229,0.33715945,0.23963976,0.15547715,0.6070942,0.49347436,0.52677387,0.5113044,0.44703302,0.24396823,0.20417966,0.16817822,0.15393367,0.13401479,1.2161317,1.4261078,1.0711952,0.96468955,0.92764544,0.8126368,0.6465987,0.62076277,0.5876854,0.56518406,0.18736324,0.3534013,0.3792372,0.4123146,0.4348159,0.6252735,0.2931974,0.24152558,0.17537078,0.13036816
1,SH600919,0.07038323145426595,1.0,,,,SH600919,江苏银行,2026-08-19,0.013570858,0.016115293,0.8421105,0.0,0.0,0.0025444357,0.1578895,0.016115293,1.0,0.98661083,1.0,0.98410046,0.99308425,0.9764706,0.97058827,0.9539216,0.9397059,0.90588236,0.98137254,0.98107845,0.9766912,0.9664052,0.9486928,0.010778748,0.008303494,0.010341894,0.018093446,0.02634515,0.004705892,0.0006238837,0.00085249974,0.0017217386,0.0010259931,0.47652674,0.051748395,0.23782438,0.7017679,0.46258062,0.009215679,0.016114092,0.015210081,0.008629563,0.021040393,1.0,1.0,1.0,1.0,1.0,0.9650164,0.9641794,0.94727635,0.923311,0.8813639,0.9839216,0.9843137,0.9843137,0.98058826,0.9730392,0.9752941,0.9752941,0.9681372,0.9479412,0.92235297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.2,0.05,0.1,0.4,0.4,0.8,0.95,0.9,0.6,0.69735396,0.61333895,0.25579423,-0.15929487,-0.21759115,0.23615108,0.41279972,0.31799406,0.14754836,0.16882008,0.6,0.5,0.6,0.6,0.5833333,0.4,0.5,0.4,0.4,0.4,0.2,0.0,0.2,0.2,0.18333334,0.83333385,0.67045426,0.6284153,0.60658586,0.579602,0.16666616,0.32954574,0.37158474,0.39341414,0.420398,0.66666764,0.3409085,0.2568305,0.2131717,0.159204,0.6551178,0.65759265,0.7427179,0.78614855,0.81616163,0.22699885,0.19060408,0.20209126,0.19196437,0.16479556,1.3832313,0.95690084,0.7764856,0.6838789,0.773115,0.8086903,0.55001765,0.54592043,0.5411634,0.5155935,0.1913097,0.44998235,0.45407957,0.45883662,0.48440647,0.61738056,0.10003529,0.09184087,0.082326785,0.031187044
2,SH600926,0.06227441614102993,0.9285714285714286,,,,SH600926,杭州银行,2026-08-19,0.009621142,0.015033125,0.6399962,0.00060135615,0.040002074,0.0048106266,0.32000178,0.013830413,0.91999584,0.9904705,1.0005956,0.98570573,0.99722326,0.9489067,0.96184736,0.9321731,0.91722447,0.9410978,0.97751004,0.9666667,0.9637885,0.9508032,0.9391529,0.015262897,0.015761578,0.01573371,0.023657981,0.029993845,0.008946894,0.0040349937,0.0013789493,0.002239337,0.0005902839,0.8590345,0.6007554,0.26884523,0.69436085,0.11812924,0.0045961705,0.0151758585,0.023111492,0.0167264,0.04343372,1.0005956,1.0005956,1.0005956,1.0005956,1.0005956,0.9439785,0.9439785,0.92315286,0.89527726,0.85422385,0.989112,0.9730031,0.97791165,0.96822846,0.9639001,0.9670237,0.95435077,0.9521195,0.93003124,0.9165105,1.0,1.0,1.0,1.0,1.0,0.9894798,0.9894798,0.99230886,0.99434453,0.99593073,1.0,1.0,1.0,1.0,1.0,0.2,0.6,0.15,0.06666667,0.4,0.8,0.4,0.85,0.93333334,0.6,0.7891991,0.87947524,0.57347405,0.06477293,-0.116862655,0.72629905,0.7036608,0.4561637,0.27115265,0.09032283,0.8,0.6,0.6,0.56666666,0.51666665,0.2,0.4,0.4,0.43333334,0.45,0.6,0.2,0.2,0.13333334,0.06666667,0.9673474,0.7292221,0.70375305,0.6529264,0.5481049,0.032652617,0.27077788,0.29624698,0.34707364,0.45189512,0.93469477,0.45844424,0.40750605,0.30585274,0.09620977,0.87163216,0.7562893,0.8372072,0.8795782,0.95448047,0.19994777,0.1907696,0.17381847,0.1818412,0.23220006,0.7573674,0.93009186,0.8129544,0.713868,0.79206645,0.73313904,0.5476471,0.51715106,0.55498284,0.5219223,0.26686096,0.45235288,0.48284894,0.44501716,0.4780777,0.4662781,0.095294245,0.034302097,0.10996569,0.043844603
3,SZ002142,0.05610930556253488,0.9285714285714286,,,,,,2026-08-19,0.015394096,0.02216751,0.6944441,0.0067734127,0.30555588,0.0,0.0,0.008620684,0.38888824,0.98483926,1.0066707,0.98483926,0.9989348,0.97154814,0.9597131,0.9567244,0.91213393,0.9118948,0.98316795,0.97493124,0.9721877,0.9635744,0.94043434,0.009954445,0.01219328,0.011975278,0.02052207,0.031816427,0.004961151,0.003559564,0.0008034739,0.0016020727,0.0012494005,0.62097025,0.78120303,0.15755796,0.4723065,0.47032762,0.006909751,0.009050713,0.020179328,0.013195547,0.02270835,1.0066707,1.0066707,1.0066707,1.0066707,1.0066707,0.9627059,0.9460821,0.9412477,0.8983,0.86355364,0.987376,0.9801076,0.9790795,0.97697544,0.9688225,0.9763777,0.9687747,0.9643754,0.95390314,0.90735203,1.0,1.0,1.0,1.0,1.0,0.8482713,0.88990134,0.8980371,0.9384453,0.95338976,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.05,0.06666667,0.41666666,0.8,0.8,0.95,0.93333334,0.5833333,0.9193671,0.056073643,0.0071224617,0.039864697,0.026571795,0.48932838,0.28995585,-0.10317461,0.25472748,0.1300204,0.6,0.6,0.6,0.56666666,0.53333336,0.4,0.4,0.4,0.43333334,0.46666667,0.2,0.2,0.2,0.13333334,0.06666667,0.91319376,0.79613364,0.61256224,0.62773716,0.5653948,0.086806215,0.20386638,0.3874378,0.37226284,0.43460515,0.8263876,0.5922673,0.22512442,0.2554743,0.13078968,0.6928629,0.73472494,0.86664826,0.9979076,0.9855005,0.2195194,0.17911364,0.30902663,0.3956478,0.3340567,1.0758739,0.9567502,1.3511997,1.2957803,1.1861784,0.7598348,0.56462175,0.4863673,0.5109967,0.510421,0.24016519,0.43537822,0.5136327,0.48900333,0.48957902,0.51966965,0.12924354,-0.02726541,0.021993358,0.020841964
4,SH601009,0.050262430409053496,0.8571428571428571,,,,SH601009,南京银行,2026-08-19,0.021720342,0.027801977,0.7812517,0.002606415,0.09374927,0.0034752202,0.124999024,0.022589147,0.8125015,0.9787414,1.002551,0.97534007,0.992859,0.95495176,0.95495176,0.9498941,0.9090802,0.8980239,0.9675605,0.96178544,0.9667254,0.95714337,0.9373892,0.020527793,0.0150484955,0.016270848,0.022165539,0.036090188,0.011808998,0.0031101408,-0.00012593054,0.0014424403,0.00094295846,0.8273353,0.39154834,0.0020965717,0.32820168,0.20821244,0.008821479,0.02421894,0.034470912,0.021941245,0.03479353,1.002551,1.002551,1.0043154,1.0043154,1.0043154,0.9430561,0.9430561,0.9430561,0.8929399,0.8375772,0.980334,0.9624323,0.9781228,0.9697953,0.9607386,0.9527875,0.95330507,0.95495176,0.95055276,0.90484595,1.0,1.0,0.95,0.96666664,0.98333335,0.95712227,0.95712227,0.929555,0.96125346,0.97411865,1.0,1.0,0.3,0.53333336,0.76666665,0.6,0.8,0.9,0.06666667,0.4,0.4,0.2,-0.6,0.46666667,0.36666667,0.87429315,0.8315921,0.770422,0.38861933,-0.004397274,0.45064002,0.5402632,0.34687528,0.23690967,0.19713947,0.6,0.5,0.55,0.56666666,0.56666666,0.4,0.5,0.4,0.36666667,0.4,0.2,0.0,0.15,0.2,0.16666667,0.9208781,0.8273498,0.6479169,0.677538,0.5802927,0.07912188,0.1726502,0.3520831,0.32246205,0.41970727,0.8417562,0.65469956,0.29583383,0.35507593,0.16058545,0.5721346,0.4858145,0.53243154,0.553781,0.5777625,0.2577993,0.20114991,0.16839494,0.15193091,0.14353195,1.2469784,1.6075801,1.2357879,1.0847204,1.0440904,0.86328614,0.63423866,0.58442783,0.60913664,0.5434113,0.13671388,0.36576134,0.4155722,0.39086336,0.4565887,0.7265722,0.26847732,0.16885561,0.2182733,0.08682261
5,SH601077,0.049574002314249466,0.9285714285714286,,,,SH601077,渝农商行,2026-08-19,0.015014986,0.021020934,0.7142872,0.004504462,0.21428457,0.0015014872,0.07142819,0.012012011,0.57143086,0.98520714,1.0044378,0.9837279,0.997455,0.966034,0.9550449,0.991009,0.9420579,0.988012,0.9772228,0.96823174,0.9741758,0.97525805,0.96794873,0.014046521,0.0137606105,0.01655316,0.018771693,0.025807614,0.0076923016,0.0039596767,-0.0005355549,-0.000106011714,0.000108005195,0.7497476,0.759024,0.03663652,0.0024717385,0.005341872,0.007392616,0.013949687,0.030911949,0.026279097,0.028865127,1.0044378,1.0044378,1.0144264,1.0203475,1.031325,0.9527195,0.9432574,0.9432574,0.9257901,0.89337844,0.9848152,0.9738261,0.9886114,0.9912088,0.99000996,0.96683323,0.9574426,0.9596404,0.9596404,0.9436564,1.0,1.0,0.925,0.9166667,0.89166665,0.9141923,0.9274633,0.79729486,0.784814,0.7729192,1.0,1.0,0.3,0.3,0.2,0.2,0.1,0.55,0.033333335,0.41666666,0.8,0.9,-0.25,0.26666668,-0.21666667,0.57899505,-0.029249894,0.14448193,0.107126094,0.0041646394,0.6878971,0.41273448,0.057822607,-0.015731627,-0.09291639,0.6,0.7,0.45,0.46666667,0.5,0.2,0.2,0.5,0.43333334,0.45,0.4,0.5,-0.05,0.033333335,0.05,0.88636523,0.85714287,0.5251397,0.5873494,0.5077922,0.11363475,0.14285715,0.47486034,0.41265056,0.4922078,0.77273047,0.71428573,0.050279338,0.17469889,0.015584385,0.73028,0.7712017,0.8559729,0.8512583,0.7919158,0.18603097,0.17832522,0.21263026,0.22578087,0.21380149,1.0709869,1.1097463,1.4205157,1.3138705,1.100581,0.73538667,0.47914612,0.52661157,0.5181941,0.5247055,0.26461336,0.5208539,0.47338843,0.48180592,0.47529447,0.4707733,-0.041707747,0.053223107,0.036388133,0.049411044
6,SH601998,0.04851149032447226,1.0,,,,SH601998,中信银行,2026-08-19,0.039490458,0.047133807,0.83783716,0.002547811,0.054054853,0.00509554,0.10810797,0.042038187,0.8918903,0.9620098,1.0024511,0.95710784,0.9906453,0.9318975,0.92549473,0.9179278,0.88242143,0.9086147,0.9575087,0.9403376,0.94415015,0.93015134,0.9115735,0.024536958,0.024759552,0.020761795,0.027863257,0.03326019,0.012747383,0.006995447,0.00049585354,0.0021892122,0.0010381391,0.6747466,0.7317401,0.019963887,0.47842482,0.2971403,0.016996522,0.028182898,0.051139217,0.038105085,0.057801362,1.0024511,1.0024511,1.0024511,1.0024511,1.0024511,0.92578995,0.9058549,0.9058549,0.86679256,0.8397449,0.96600693,0.9467986,0.95774156,0.9504075,0.9429569,0.9429569,0.9220023,0.92549473,0.90989524,0.8812573,1.0,1.0,1.0,1.0,1.0,0.96802783,0.9746261,0.9746261,0.9819324,0.98493594,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.6,0.06666667,0.41666666,0.8,0.8,0.4,0.93333334,0.5833333,0.9746619,0.69701374,0.61776847,0.15270297,-0.12620306,0.9902638,0.8602288,0.42614007,0.4864169,0.4564895,0.8,0.6,0.6,0.6,0.55,0.2,0.2,0.3,0.3,0.38333333,0.6,0.4,0.3,0.3,0.16666667,0.98347074,0.87647045,0.68311685,0.68363625,0.5670366,0.016529258,0.12352958,0.31688312,0.31636378,0.43296337,0.9669415,0.75294083,0.36623377,0.36727244,0.13407326,0.5479648,0.5026132,0.56341213,0.60571516,0.6821534,0.25490972,0.18640772,0.16042313,0.16556011,0.20035836,1.6044616,1.8281621,1.2509797,1.1877477,1.1680316,0.90241534,0.6455923,0.5555617,0.54987615,0.5047446,0.09758465,0.3544077,0.44443828,0.45012385,0.49525538,0.80483073,0.29118457,0.11112346,0.099752314,0.009489236
7,SH600018,0.04789881221052002,0.8571428571428571,,,,SH600018,上港集团,2026-08-19,0.00976565,0.013671829,0.71428996,0.0019530895,0.14285502,0.0019530895,0.14285502,0.00976565,0.71428996,0.9903288,1.0019342,0.9883946,0.998259,0.9899777,1.0,0.9888641,0.954343,0.95657015,0.98819596,0.9928731,0.99938756,0.9906459,0.9620267,0.007199659,0.00780748,0.011682042,0.017415889,0.034569953,0.0034521087,-0.0013903024,-0.0009335709,0.0010291057,0.0013781976,0.57475805,0.2906754,0.22352451,0.2706017,0.4847583,0.0048998008,0.0133833,0.009481389,-0.005567926,-0.0026835667,1.0019342,1.013303,1.0311236,1.0311236,1.0311236,0.9766738,0.9766738,0.9766738,0.94082594,0.8740104,0.9910913,0.9982183,1.004677,1.0004455,0.996882,0.98374164,0.9861916,0.989755,0.9801782,0.9316258,1.0,0.9,0.65,0.76666665,0.8833333,0.9234296,0.6368194,0.42839852,0.6553221,0.8019033,1.0,0.1,0.4,0.6,0.8,0.6,0.8,0.9,0.06666667,0.38333333,0.4,-0.7,-0.5,0.53333336,0.41666666,0.9109274,0.9120821,0.91775906,-0.011270863,-0.03081015,0.80607617,0.7334848,0.5088364,0.44384316,0.3321362,0.6,0.4,0.45,0.46666667,0.51666665,0.4,0.5,0.4,0.33333334,0.36666667,0.2,-0.1,0.05,0.13333334,0.15,0.6800003,0.5,0.5454546,0.6213016,0.54441917,0.31999972,0.5,0.45454538,0.37869844,0.45558086,0.36000058,0.0,0.09090924,0.24260314,0.0888383,0.7176734,0.7831464,0.93312436,1.0872201,1.1071723,0.16810632,0.1553732,0.242271,0.36513275,0.30522,0.8741426,0.8187119,1.1694343,1.1780635,0.9750805,0.70678467,0.47620228,0.44847095,0.4696564,0.50885063,0.29321536,0.52379775,0.55152905,0.5303436,0.49114937,0.41356927,-0.04759545,-0.103058115,-0.06068716,0.017701255
8,SH601988,0.04697458045399393,0.8571428571428571,,,,SH601988,中国银行,2026-08-19,0.0099668205,0.016611254,0.60000414,0.0049832966,0.2999952,0.0016611367,0.10000069,0.0066446606,0.4000096,0.99013156,1.0049341,0.98848677,0.99915135,0.95885277,0.94264334,0.9769327,0.9538653,0.95199496,0.9816708,0.9692643,0.97702616,0.9738778,0.9635079,0.014014284,0.016708173,0.019839378,0.019158738,0.02772203,0.0067331744,0.004945973,-0.0009661017,0.00026865513,0.00034111756,0.5770825,0.8032616,0.08299609,0.015239061,0.046180423,0.0048628445,0.008478818,0.032151807,0.022226723,0.02642917,1.0049341,1.0049341,1.0099751,1.0099751,1.0130923,0.9557723,0.9378109,0.9377081,0.93246084,0.88741684,0.9935162,0.9814215,0.99289274,0.99189526,0.98890275,0.9699501,0.9561097,0.9569825,0.956359,0.94189525,1.0,1.0,0.9,0.9166667,0.925,0.89963514,0.9264917,0.86196953,0.87131333,0.8958248,1.0,1.0,0.3,0.53333336,0.21666667,0.2,0.1,0.5,0.033333335,0.46666667,0.8,0.9,-0.2,0.5,-0.25,0.8922881,0.46007955,0.321999,0.3140527,0.20553376,0.8553421,0.614851,0.21246658,0.32530132,0.2589202,0.8,0.7,0.55,0.56666666,0.5,0.2,0.3,0.45,0.43333334,0.5,0.6,0.4,0.1,0.13333334,0.0,0.8173071,0.7738087,0.5485563,0.5578125,0.52892566,0.18269287,0.22619127,0.45144367,0.4421875,0.47107437,0.6346142,0.5476175,0.09711264,0.115625024,0.057851285,0.73857814,0.7078746,0.8116285,0.85544443,0.858702,0.24123636,0.17795786,0.23680432,0.2429059,0.20981991,0.70772094,0.71378654,0.8431761,0.8339009,0.7957611,0.6662395,0.5045474,0.52774763,0.5054278,0.50776976,0.3337605,0.4954526,0.47225237,0.49457225,0.4922302,0.33247897,0.009094784,0.05549529,0.010855511,0.015539565
9,SH600795,0.04321964922531839,0.9285714285714286,,,,SH600795,国电电力,2026-08-19,0.01988074,0.02783301,0.7142864,0.0039761346,0.1428568,0.0039761346,0.1428568,0.01988074,0.7142864,0.9805068,1.0038986,0.97660816,0.99558973,0.98245484,0.9746563,0.955163,0.8911262,0.9365314,0.9859651,0.9826515,0.9780701,0.96023947,0.94359297,0.009490674,0.008191258,0.0134150665,0.030201577,0.037797734,0.0017538996,0.001500226,0.0012150835,0.0029712333,0.00073842186,0.085379824,0.30748478,0.2871406,0.75009453,0.116406545,0.010527104,0.010597494,0.010386633,-0.0033223352,0.03462358,1.0038986,1.0038986,1.0038986,1.0038986,1.0159972,0.95321625,0.95321625,0.93761915,0.8816658,0.86842173,0.9906442,0.9867468,0.9867468,0.9847937,0.98089635,0.9793366,0.9777782,0.9703705,0.9274866,0.8998289,1.0,1.0,1.0,1.0,0.98333335,0.9230772,0.9230772,0.941179,0.9681049,0.8915999,1.0,1.0,1.0,1.0,0.083333336,0.8,0.9,0.2,0.06666667,0.38333333,0.2,0.1,0.8,0.93333334,-0.3,0.57203645,0.5957053,0.13173147,-0.006525327,0.26760525,0.47087455,0.42943868,0.6448606,0.5132015,0.280771,0.6,0.6,0.55,0.6,0.56666666,0.4,0.4,0.45,0.4,0.43333334,0.2,0.2,0.1,0.2,0.13333334,0.6956282,0.66663957,0.60549444,0.6683597,0.54752976,0.30437177,0.3333604,0.39450556,0.3316403,0.4524702,0.39125642,0.33327916,0.21098891,0.33671942,0.09505956,0.5988483,0.49236232,0.54893535,0.5736144,0.7394374,0.27507335,0.2157644,0.19783777,0.19827797,0.43623075,1.1785226,1.2401425,1.045987,0.9789161,1.2111663,0.9739138,0.81415284,0.569869,0.57788396,0.50823003,0.026086211,0.18584715,0.43013102,0.42211607,0.49176997,0.9478276,0.62830573,0.139738,0.15576787,0.01646008
