,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60
0,SH688521,0.21371353380573713,1.0,,,,SH688521,芯原股份,2026-08-19,-0.10544107,0.118959114,-0.8863639,0.0024621629,0.020697556,0.011055883,0.09293851,-0.09684735,-0.814123,1.1178694,1.1206217,0.987641,1.0455498,1.1409142,1.1612067,1.2924066,1.6703547,1.436397,1.120665,1.1449997,1.1220088,1.2156943,1.3473312,0.080156356,0.066023916,0.08532547,0.1787164,0.25074148,-0.019180749,-0.011696327,0.00024079322,-0.014224499,-0.00569251,0.14315125,0.28767878,0.0002787399,0.49096087,0.15720092,-0.08230343,-0.09236628,-0.124296285,-0.009439089,-0.17940217,1.2232716,1.2519294,1.3216579,1.7784555,2.0274704,0.987641,0.987641,0.9186141,0.9186141,0.9186141,1.1652005,1.1819094,1.1983378,1.3157105,1.5838847,1.0897188,1.1173729,1.0405526,1.1114361,1.1492795,0.2,0.1,0.15,0.1,0.05,0.05245086,0.04676343,0.20192821,0.09465225,0.07339627,0.6,0.2,0.05,0.033333335,0.4,1.0,1.0,0.3,0.53333336,0.76666665,-0.4,-0.8,-0.25,-0.5,-0.36666667,-0.10839755,-0.10010215,-0.31052285,0.22603989,0.46562207,0.5178897,0.31346673,0.21080263,0.1409868,0.12814474,0.4,0.4,0.4,0.33333334,0.48333332,0.6,0.6,0.6,0.6666667,0.51666665,-0.2,-0.2,-0.2,-0.33333334,-0.033333335,0.30389065,0.35214338,0.38647223,0.33917704,0.44632807,0.69610935,0.64785665,0.6135278,0.660823,0.55367196,-0.3922187,-0.29571328,-0.22705558,-0.32164595,-0.10734388,0.807442,0.71902555,0.71315736,0.77574503,0.8292247,0.28818142,0.23196611,0.19726938,0.21464677,0.19092602,0.8864833,1.0681976,0.87922174,0.8213302,0.81645465,0.69078755,0.5399075,0.5155303,0.50566614,0.5015448,0.30921242,0.4600925,0.4844697,0.49433386,0.49845526,0.38157514,0.07981498,0.0310606,0.011332286,0.0030895045
1,SH603986,0.1795381734473134,0.9285714285714286,,,,SH603986,兆易创新,2026-08-19,-0.03187045,0.06450832,-0.49405178,0.007194264,0.111524604,0.025443602,0.3944236,-0.013621111,-0.21115279,1.0329196,1.0403507,0.9737188,1.0060108,1.0234342,0.95474774,1.1642054,1.4940703,1.3034614,1.0435382,1.022263,0.9978123,1.1059265,1.2903163,0.045674216,0.04303754,0.07957624,0.19742706,0.31084454,0.004379412,0.0082262065,0.0013431002,-0.016077697,-0.007976073,0.022984205,0.33490047,0.009970526,0.51396805,0.20081285,-0.052297015,-0.059281018,-0.010571727,0.12720014,-0.05502221,1.1290573,1.1290573,1.1968014,1.7536613,2.0972004,0.9737188,0.89916253,0.83500487,0.83500487,0.83500487,1.0854167,1.0436529,1.0764494,1.1972647,1.5639926,1.001566,0.99795127,0.93408835,0.95452964,1.0191388,0.2,0.4,0.55,0.36666667,0.18333334,0.16918667,0.43862462,0.45604396,0.17960481,0.13072073,0.8,0.9,0.05,0.06666667,0.38333333,1.0,0.1,0.45,0.6333333,0.81666666,-0.2,0.8,-0.4,-0.56666666,-0.43333334,0.057959322,0.044761382,-0.49335423,-0.0038598303,-0.20014414,0.013778415,0.28796464,0.11895167,0.04230858,0.08494975,0.4,0.4,0.45,0.4,0.43333334,0.6,0.6,0.55,0.6,0.56666666,-0.2,-0.2,-0.1,-0.2,-0.13333334,0.44652736,0.56231064,0.40787157,0.3698769,0.4639098,0.55347264,0.43768933,0.5921284,0.6301231,0.5360902,-0.10694527,0.12462132,-0.18425684,-0.2602462,-0.07218041,0.86862385,0.8710533,0.94589686,0.97297424,0.8768236,0.10639523,0.149645,0.22940032,0.20877904,0.19807978,0.7237999,0.9449751,0.7532239,0.6730018,0.68607897,0.7990695,0.48190928,0.4802763,0.51312643,0.5018655,0.20093048,0.5180907,0.5197237,0.48687357,0.4981345,0.59813905,-0.036181424,-0.039447445,0.026252873,0.0037310116
2,SZ000988,0.17371443213131774,0.8571428571428571,,,,,,2026-08-19,-0.0477298,0.07526982,-0.6341161,0.012746613,0.1693456,0.0147934,0.19653827,-0.045683015,-0.60692346,1.0501221,1.0635077,0.9844651,1.0273286,1.0387933,0.9812433,1.1090355,1.441137,1.6613281,1.0645638,1.0436753,1.0169145,1.1199528,1.3418431,0.0434481,0.037945177,0.061927933,0.19658299,0.27295277,-0.007054785,0.005927305,0.0027478368,-0.015346734,-0.012576679,0.065912224,0.22367263,0.06890912,0.47232592,0.6475255,-0.05045413,-0.07034822,-0.043018963,0.10257486,0.029168895,1.1194893,1.1194893,1.1431428,1.6510091,1.8335129,0.9844651,0.94801956,0.8815856,0.8815856,0.8815856,1.0971359,1.076916,1.0765455,1.1747338,1.5725316,1.0366578,1.0116876,0.98091096,0.98325455,1.0378937,0.2,0.1,0.4,0.26666668,0.13333334,0.11505252,0.3031463,0.4527284,0.15390015,0.12439436,0.8,0.9,0.05,0.06666667,0.4,1.0,0.1,0.3,0.53333336,0.76666665,-0.2,0.8,-0.25,-0.46666667,-0.36666667,-0.057237264,-0.07724514,-0.18642712,0.116069235,0.39334294,-0.01791004,0.07660949,0.058473144,0.21729319,0.2520212,0.6,0.7,0.5,0.46666667,0.5,0.4,0.3,0.5,0.53333336,0.5,0.2,0.4,0.0,-0.06666667,0.0,0.39355323,0.53159577,0.4246949,0.3567445,0.4080407,0.60644674,0.4684042,0.5753051,0.6432555,0.5919593,-0.21289355,0.063191585,-0.1506102,-0.28651097,-0.1839186,1.0416561,1.0893922,1.047564,1.1093218,1.2218242,0.15934122,0.25411308,0.31061065,0.29785815,0.33862936,0.9102723,0.7902759,0.9125338,0.85485524,0.80182564,0.5472509,0.34876287,0.46348444,0.5133282,0.46891755,0.45274904,0.65123713,0.5365156,0.48667178,0.53108245,0.09450189,-0.3024743,-0.07303114,0.02665642,-0.06216488
3,SZ301308,0.16702003758905642,1.0,,,,,,2026-08-19,-0.020723503,0.055167936,-0.375644,0.020542642,0.37236562,0.013901788,0.25199038,-0.027364358,-0.49601927,1.021162,1.0421394,0.985804,1.0155125,1.0932139,0.962907,1.0249889,1.563969,1.4193195,1.0627899,1.0584012,0.9891116,1.0818197,1.3083999,0.041160256,0.048011027,0.0870316,0.19658688,0.29420766,-0.007999057,0.0044172355,0.009883235,-0.012047399,-0.010968472,0.094419464,0.07759443,0.4513489,0.2910578,0.42392024,-0.04679179,-0.07827879,-0.08300232,0.092867605,0.015169996,1.1232344,1.1662953,1.1662953,1.7021829,1.9786917,0.985804,0.90905327,0.81272197,0.81272197,0.81272197,1.0913502,1.0949007,1.087784,1.1351745,1.5743811,1.0380456,1.0160971,0.89248514,0.95344245,0.9986881,0.2,0.2,0.6,0.43333334,0.21666667,0.10329575,0.35354537,0.5296724,0.2105523,0.16061999,0.2,0.4,0.7,0.06666667,0.41666666,1.0,0.1,0.25,0.5,0.75,-0.8,0.3,0.45,-0.43333334,-0.33333334,0.13759628,0.2489874,0.108139455,-0.10882528,0.039924268,0.047527984,0.29718864,0.32543612,0.18950877,0.28679645,0.4,0.6,0.55,0.46666667,0.55,0.6,0.4,0.45,0.53333336,0.45,-0.2,0.2,0.1,-0.06666667,0.1,0.2787593,0.5518295,0.48377612,0.3415348,0.44614932,0.7212407,0.44817045,0.51622385,0.6584652,0.55385065,-0.44248143,0.10365907,-0.032447748,-0.31693044,-0.10770134,1.0502803,1.1967508,1.1508383,1.1448781,1.1118674,0.16708086,0.25050557,0.26754388,0.23930663,0.2502771,0.63101405,0.8369549,0.8184225,0.7865364,0.803508,0.4538729,0.44270977,0.45834726,0.50686383,0.50234187,0.54612714,0.55729026,0.54165274,0.49313614,0.49765813,-0.09225424,-0.11458046,-0.08330547,0.013727721,0.0046837507
4,SZ002837,0.1367274092564288,0.9285714285714286,,,,,,2026-08-19,-0.05668163,0.07354264,-0.7707315,0.00807176,0.10975619,0.00878925,0.1195123,-0.05596414,-0.7609754,1.0600874,1.0686443,0.9906826,1.0285043,1.0650413,0.9950532,1.1506027,1.3713635,1.4391139,1.070132,1.0575255,1.0339942,1.1074394,1.2462214,0.04503386,0.036464397,0.08231455,0.14242381,0.18785092,-0.00996558,0.0037509894,0.00048334556,-0.010998417,-0.007583801,0.122424066,0.09699851,0.0012067861,0.46216476,0.4971038,-0.050200902,-0.07440502,-0.038586006,0.052037638,-0.022499286,1.1196057,1.1196057,1.2125946,1.4926897,1.705457,0.9906826,0.9653924,0.8712733,0.8712733,0.8712733,1.0989571,1.0873988,1.0989571,1.1913314,1.4094356,1.0435109,1.0330886,0.98402625,0.99924093,1.0545353,0.2,0.1,0.35,0.23333333,0.11666667,0.07227084,0.22441387,0.3771423,0.20715044,0.15431458,0.8,0.9,0.05,0.06666667,0.35,1.0,0.1,0.4,0.6,0.8,-0.2,0.8,-0.35,-0.53333336,-0.45,-0.5793079,0.016426722,-0.5068901,0.35001358,0.67020863,-0.47504702,0.16794589,0.033505708,0.16029055,0.25074378,0.4,0.5,0.5,0.5,0.51666665,0.6,0.5,0.5,0.5,0.48333332,-0.2,0.0,0.0,0.0,0.033333335,0.32726264,0.50811857,0.4076523,0.37581724,0.42786008,0.67273736,0.4918814,0.5923477,0.62418276,0.5721399,-0.34547472,0.016237177,-0.18469541,-0.24836554,-0.14427981,0.931219,0.9125583,0.94197917,1.0745174,1.2907541,0.07971705,0.15713459,0.19148684,0.29212645,0.45227784,0.9336453,0.9680217,0.883191,0.8423494,0.794969,0.5704945,0.44029891,0.457191,0.48229232,0.46266508,0.4295055,0.5597011,0.542809,0.51770765,0.5373349,0.14098899,-0.11940219,-0.08561802,-0.03541533,-0.07466985
5,SH600522,0.1314389272330862,0.8571428571428571,,,,SH600522,中天科技,2026-08-19,-0.054899678,0.06759148,-0.81222785,0.0050176857,0.074235484,0.0076741125,0.113536686,-0.05224325,-0.7729266,1.0580888,1.0633979,0.9918801,1.0292121,1.0477704,0.99934375,1.0149908,1.3924563,1.2565024,1.072191,1.0506718,0.9982989,1.0686413,1.3308924,0.05466346,0.04500286,0.07395883,0.15060559,0.32832542,-0.0063037705,0.0062073516,0.0075567905,-0.009102758,-0.012412948,0.033246547,0.17439899,0.36539516,0.28311676,0.43595394,-0.059583437,-0.078604944,-0.0700884,0.06334868,0.03528946,1.1492608,1.1492608,1.1492608,1.5451894,2.1138477,0.9918801,0.9759485,0.8438457,0.8438457,0.8438457,1.1124107,1.103727,1.0485165,1.1304756,1.6170081,1.0219682,1.0096716,0.93127704,0.9713793,1.0139892,0.2,0.1,0.45,0.3,0.15,0.051593956,0.13877553,0.5112855,0.22265017,0.12295594,0.8,0.9,0.95,0.06666667,0.35,1.0,0.1,0.3,0.53333336,0.76666665,-0.2,0.8,0.65,-0.46666667,-0.41666666,0.8027318,0.6687835,0.5624532,0.35724032,0.44295925,0.68528664,0.64040524,0.48914066,0.48160335,0.36568233,0.4,0.5,0.5,0.43333334,0.5,0.6,0.5,0.5,0.56666666,0.5,-0.2,0.0,0.0,-0.13333334,0.0,0.39844322,0.5008949,0.4902507,0.3720265,0.46672162,0.6015568,0.4991051,0.5097493,0.6279735,0.53327835,-0.20311357,0.0017898267,-0.019498613,-0.255947,-0.06655672,1.1728584,1.0838963,0.95908093,1.0034611,1.1174587,0.22334996,0.229923,0.25381365,0.24924052,0.29432204,0.94555086,0.9571366,0.83673453,0.70737374,0.76480484,0.56786823,0.4177214,0.48126218,0.5125039,0.49535376,0.43213177,0.5822786,0.5187378,0.4874961,0.50464624,0.13573645,-0.16455725,-0.037475634,0.025007786,-0.009292498
6,SZ300476,0.1265472136217259,0.8571428571428571,,,,,,2026-08-19,-0.04167156,0.07842219,-0.5313746,0.029603574,0.37748978,0.0071470565,0.09113564,-0.06412808,-0.8177287,1.0434836,1.0743744,0.99254215,1.0314177,1.1386014,0.9632016,0.9797051,1.1397011,1.6013886,1.0851797,1.1010168,0.9820021,1.0113894,1.1931651,0.048881985,0.05273525,0.14214566,0.13441816,0.21943842,-0.021096727,-0.0047476976,0.01562858,-0.000318835,-0.010206178,0.46566382,0.07429773,0.42309695,0.0004360314,0.6597825,-0.042986244,-0.079652175,-0.13047361,-0.006766317,0.10791724,1.1723807,1.1723807,1.1723807,1.2448021,1.6407188,0.99254215,0.9250978,0.7249182,0.7249182,0.7249182,1.1094581,1.1392612,1.1199888,1.1254101,1.4055182,1.078081,1.0819693,0.8222449,0.9019606,0.9795984,0.2,0.1,0.55,0.5,0.25,0.04146964,0.30290094,0.61475956,0.5291216,0.30037302,0.2,0.6,0.8,0.06666667,0.016666668,1.0,0.1,0.3,0.53333336,0.76666665,-0.8,0.5,0.5,-0.46666667,-0.75,0.2542652,0.11310448,0.25227696,0.11636048,0.2820621,-0.16133407,0.014228398,0.15039146,0.04328105,0.15343204,0.2,0.5,0.45,0.46666667,0.45,0.8,0.5,0.55,0.53333336,0.55,-0.6,0.0,-0.1,-0.06666667,-0.1,0.14085811,0.53983796,0.5100056,0.45620236,0.40611568,0.8591419,0.46016207,0.48999444,0.5437976,0.5938843,-0.7182838,0.07967587,0.020011146,-0.08759528,-0.18776862,1.0741094,1.3257812,1.1828922,1.1500763,1.1775762,0.22320105,0.41861057,0.44176114,0.38007313,0.32734683,0.8488276,1.0899351,1.1640099,1.066757,1.0230695,0.46895292,0.28484917,0.48972297,0.52095723,0.46852162,0.53104705,0.71515083,0.51027703,0.4790428,0.53147835,-0.062094122,-0.43030167,-0.020554038,0.04191443,-0.062956735
7,SZ300502,0.1250671500468967,0.9285714285714286,,,,,,2026-08-19,-0.047453735,0.075879596,-0.625382,0.018055549,0.23794997,0.010370317,0.13666806,-0.055138964,-0.7266639,1.0498178,1.0687728,0.98911303,1.0304757,1.0405843,1.031107,1.2364534,1.2414098,1.2134901,1.0733274,1.0435704,1.0474125,1.1277546,1.2212826,0.051928442,0.049908936,0.08084755,0.13768376,0.14558147,-0.007939359,0.008261426,-0.0021483458,-0.011583115,-0.0058282074,0.05843867,0.25116834,0.024713984,0.5485132,0.48882982,-0.057448734,-0.08074687,-0.027003262,0.04020063,-0.04935044,1.1470234,1.1470234,1.2729777,1.4080693,1.503938,0.98911303,0.94357264,0.84325683,0.84325683,0.84325683,1.1059644,1.0909028,1.1059644,1.2505722,1.3497947,1.0357718,1.007388,0.9852737,1.007388,1.0438888,0.2,0.2,0.3,0.2,0.1,0.06894382,0.27735135,0.36475584,0.27751368,0.23724481,0.6,0.8,0.05,0.16666667,0.41666666,1.0,0.3,0.3,0.53333336,0.76666665,-0.4,0.5,-0.25,-0.36666667,-0.35,-0.057896025,-0.44948918,-0.6093306,-0.23364897,-0.22778106,-0.053384576,-0.20653105,-0.31263113,-0.19763915,-0.08274255,0.6,0.5,0.45,0.43333334,0.45,0.4,0.5,0.55,0.56666666,0.55,0.2,0.0,-0.1,-0.13333334,-0.1,0.41084528,0.4564492,0.3913281,0.4354483,0.46934825,0.5891547,0.5435508,0.6086719,0.5645517,0.53065175,-0.17830946,-0.08710161,-0.21734384,-0.12910342,-0.061303493,0.86917657,0.93492746,1.0452836,1.0512086,0.9964553,0.16907285,0.17477131,0.33049124,0.30281988,0.25306234,0.8539556,0.86837524,1.1354861,0.97727793,0.9988131,0.58465916,0.3772051,0.4877287,0.5098436,0.49294353,0.41534087,0.62279487,0.51227134,0.49015638,0.5070565,0.16931826,-0.24558978,-0.02454264,0.01968723,-0.014112973
8,SH688256,0.1237002020332258,1.0,,,,SH688256,寒武纪,2026-08-19,-0.07082332,0.08810678,-0.8038351,0.0065808184,0.0746914,0.010702638,0.1214735,-0.0667015,-0.757053,1.0762216,1.083304,0.9884816,1.0279051,1.0522506,1.0822604,1.2470363,1.3456134,1.343143,1.0599799,1.0714617,1.0774528,1.1442076,1.2232476,0.044298425,0.04300054,0.060076144,0.1204226,0.13240281,-0.0038570259,-0.006656612,-0.004068626,-0.010963495,-0.004615024,0.018952591,0.21966964,0.16053121,0.6423678,0.3705556,-0.05226589,-0.041506913,-0.03880083,0.01476314,-0.0871044,1.1137664,1.1547006,1.2717888,1.4945128,1.5421354,0.9884816,0.9884816,0.9622456,0.9622456,0.9622456,1.1016783,1.1077032,1.1180588,1.2541683,1.3348057,1.032373,1.0400169,1.0358534,1.0498937,1.0898749,0.2,0.1,0.15,0.1,0.05,0.09193778,0.0692966,0.121968046,0.07093128,0.065106146,0.8,0.3,0.05,0.06666667,0.4,1.0,1.0,0.3,0.53333336,0.76666665,-0.2,-0.7,-0.25,-0.46666667,-0.36666667,-0.37218407,0.06365335,-0.53270984,-0.09362312,0.012802583,-0.18085806,-0.21562375,-0.27632532,-0.08045597,0.13828544,0.6,0.6,0.55,0.5,0.5,0.4,0.4,0.45,0.5,0.5,0.2,0.2,0.1,0.0,0.0,0.3586307,0.38665468,0.366108,0.39171654,0.44552344,0.6413693,0.6133453,0.633892,0.60828346,0.55447656,-0.2827386,-0.22669062,-0.267784,-0.21656692,-0.108953126,0.8097377,0.8675912,0.8832885,0.8975124,0.8725589,0.14529571,0.20384054,0.21754871,0.19711593,0.18201587,1.3102863,1.0370467,0.82119286,0.8058865,0.8972121,0.65636605,0.47069213,0.51860994,0.5206625,0.50099075,0.34363392,0.5293079,0.4813901,0.4793375,0.49900925,0.31273216,-0.058615766,0.037219822,0.041324954,0.001981469
9,SH600460,0.12018123902125259,0.8571428571428571,,,,SH600460,士兰微,2026-08-19,0.026793674,0.089907706,0.2980131,0.062816314,0.6986755,0.00029771906,0.0033113852,-0.035724923,-0.39735106,0.9739055,1.0611771,0.9736155,1.0166122,0.95244986,0.887788,0.9622998,1.336578,0.98051256,0.9768005,0.95456475,0.9113332,0.97468823,1.0854919,0.032599967,0.03427721,0.06151659,0.14143926,0.2145837,0.01899106,0.010052084,0.0063569616,-0.0085394485,-0.0040042456,0.8484068,0.7883386,0.37375128,0.28250194,0.106205694,-0.014782626,0.00020086805,0.028275665,0.14913377,0.032633323,1.0611771,1.0611771,1.0611771,1.4450412,1.6515535,0.9272275,0.8640196,0.794135,0.794135,0.794135,1.0022597,0.9897869,0.95013225,1.0185642,1.3389497,0.9468258,0.93203545,0.8623867,0.8731831,0.9297951,0.8,0.9,0.95,0.76666665,0.5,0.5432825,0.68970424,0.7709083,0.3162745,0.24009867,1.0,1.0,1.0,0.06666667,0.41666666,0.4,0.1,0.4,0.6,0.8,0.6,0.9,0.6,-0.53333336,-0.38333333,0.63590115,0.50023586,0.1533449,0.47818744,0.6723501,-0.26911563,-0.043834705,0.23214065,0.23468159,0.3634926,0.6,0.6,0.5,0.43333334,0.5,0.4,0.4,0.5,0.56666666,0.5,0.2,0.2,0.0,-0.13333334,0.0,0.7303521,0.7849716,0.53572214,0.362126,0.5035145,0.26964793,0.2150284,0.46427786,0.637874,0.49648547,0.46070418,0.5699432,0.07144429,-0.275748,0.0070290565,0.5564253,0.49266577,0.4657554,0.51658636,0.6108365,0.26693603,0.19877777,0.149865,0.16464293,0.23555827,0.43075755,0.6457068,0.7031229,0.87404835,0.82426417,0.8596029,0.6811767,0.55890656,0.57019126,0.53285736,0.14039706,0.3188233,0.44109342,0.4298087,0.46714267,0.71920586,0.3623534,0.11781314,0.14038257,0.065714665
