,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60
0,SH600018,0.04779389201857481,1.0,,,,SH600018,上港集团,2026-08-12,-0.0058252825,0.011650464,-0.50000435,0.0038834878,0.33333334,0.0019416934,0.16666234,-0.0077670766,-0.6666753,1.0058594,1.0097656,0.99804693,1.001964,1.0101237,1.0101237,0.9966254,0.9145107,0.9797525,1.0076491,1.015973,1.0075365,0.9913011,0.9693289,0.00559046,0.012089538,0.014049954,0.029255193,0.03393771,-0.0032621005,-0.0036131807,0.0012111262,0.0028057669,0.0011722418,0.8512158,0.8187878,0.2600741,0.7128514,0.36388913,-0.0011248833,0.00028628588,-0.019042285,-0.03198474,-0.0039099916,1.0235615,1.0415624,1.0415624,1.0415624,1.0415624,0.99804693,0.99804693,0.97742236,0.90949655,0.88285863,1.0094489,1.0301462,1.0148481,1.0105737,1.0049493,1.0053993,1.0076491,0.9977503,0.9640046,0.9410574,0.2,0.1,0.3,0.53333336,0.76666665,0.07654738,0.04488217,0.35200536,0.6852901,0.7381131,0.2,0.3,0.65,0.76666665,0.8833333,1.0,1.0,0.05,0.033333335,0.46666667,-0.8,-0.7,0.6,0.73333335,0.41666666,0.87527174,0.88607836,0.045333166,-0.08254463,0.07886397,0.47948396,0.6382873,0.3735283,0.446635,0.31909662,0.2,0.3,0.4,0.53333336,0.48333332,0.6,0.5,0.35,0.26666668,0.38333333,-0.4,-0.2,0.05,0.26666668,0.1,0.26315814,0.42622945,0.5135134,0.7021274,0.5208334,0.73684186,0.5737705,0.4864866,0.29787257,0.47916663,-0.4736837,-0.14754108,0.027026763,0.40425482,0.04166672,1.221613,1.5119048,1.591408,1.6961368,1.6102967,0.1782948,0.36384875,0.444155,0.48875585,0.41753772,0.8121506,1.2078838,1.1131765,1.1362435,0.9829218,0.23485814,0.3912544,0.42137504,0.47394264,0.4784185,0.76514184,0.6087456,0.57862496,0.52605736,0.52158153,-0.53028375,-0.21749121,-0.15724996,-0.05211473,-0.043163
1,SH601456,0.033843208700332146,1.0,,,,SH601456,国联民生,2026-08-12,0.00894852,0.013422819,0.6666647,0.0033557243,0.25000146,0.0011185748,0.08333382,0.006711371,0.49999708,0.9911308,1.0033259,0.9900222,0.99782515,1.0053022,0.9915164,0.9978791,1.0127254,1.0222694,0.9949099,0.99840933,0.9942736,0.99066806,0.9933192,0.0029426096,0.0058136648,0.008652119,0.009926006,0.024533456,0.0014846215,-0.0005591429,0.0003556099,0.00058129936,6.04623e-05,0.6363648,0.08479243,0.05912494,0.26579836,0.0018524721,0.002120879,0.0041068024,0.0023481126,0.00090308103,0.0048971716,1.0102053,1.0154234,1.0186808,1.0186808,1.0690856,0.98482233,0.98482233,0.97223586,0.96345705,0.94143164,0.99575824,1.0027572,1.0012726,0.99915165,1.009544,0.99342525,0.9936373,0.99066806,0.9796394,0.9766702,1.0,0.7,0.75,0.8333333,0.68333334,0.59794754,0.49598518,0.59778553,0.66172457,0.4588055,0.8,0.4,0.2,0.46666667,0.3,0.4,0.7,0.45,0.23333333,0.2,0.4,-0.3,-0.25,0.23333333,0.1,-0.60915416,0.4946623,0.49564567,0.26345497,0.45168772,-0.1017775,0.27172777,0.29374665,0.44303456,0.33319247,0.6,0.7,0.55,0.56666666,0.51666665,0.4,0.3,0.45,0.43333334,0.46666667,0.2,0.4,0.1,0.13333334,0.05,0.36842147,0.5869567,0.5079366,0.47000006,0.48435172,0.63157856,0.41304332,0.4920634,0.53,0.51564825,-0.2631571,0.17391339,0.01587318,-0.059999883,-0.031296536,1.1983248,1.3986799,1.4913206,1.6387155,2.6839762,0.16448237,0.25752234,0.45196906,0.55003154,2.1032283,1.2212185,0.8816222,0.9548223,1.1752726,1.5281214,0.30220214,0.3822118,0.3903972,0.34418988,0.49476695,0.69779783,0.6177882,0.6096028,0.6558101,0.50523305,-0.3955957,-0.2355764,-0.21920565,-0.31162024,-0.010466097
2,SH601117,0.03357748358234177,1.0,,,,SH601117,中国化学,2026-08-12,-0.005263187,0.011842086,-0.4444476,0.0013157799,0.11111048,0.0052631195,0.4444419,-0.0013158475,-0.111116186,1.005291,1.0066137,0.994709,0.9995108,1.0099108,1.0109019,0.9980179,0.99008924,1.0564916,1.0112983,1.0134788,1.0053519,0.9954741,1.0013545,0.007947204,0.007240848,0.013835574,0.020242086,0.031142995,-0.004558972,-0.001561702,0.0013323692,0.0016979553,-0.0001286011,0.82270694,0.42641148,0.32458085,0.5453103,0.005200779,-0.002180394,-0.0064510526,-0.018009363,-0.020094441,0.002439229,1.0289505,1.0299388,1.0299388,1.0299388,1.1007253,0.994709,0.994709,0.96635526,0.93986595,0.93203527,1.0174431,1.0200199,1.0174431,1.0136769,1.0227948,1.0055501,1.0077305,0.9980179,0.97661054,0.9742319,0.2,0.1,0.325,0.53333336,0.475,0.15451948,0.15018474,0.5291428,0.66761595,0.40289706,0.2,0.3,0.65,0.76666665,0.38333333,1.0,1.0,0.1,0.23333333,0.23333333,-0.8,-0.7,0.55,0.53333336,0.15,0.5423065,0.4211422,-0.05859742,0.028868359,0.4397925,0.6127339,0.1499741,0.16767642,0.31109953,0.23089097,0.4,0.5,0.5,0.5,0.48333332,0.6,0.5,0.5,0.5,0.51666665,-0.2,0.0,0.0,0.0,-0.033333335,0.36842078,0.41791037,0.50454533,0.5139664,0.47283125,0.6315792,0.5820896,0.49545467,0.4860336,0.52716875,-0.26315847,-0.16417925,0.009090674,0.027932802,-0.054337505,1.1787715,1.2545594,1.3430656,1.3726948,1.753442,0.28057066,0.23536111,0.2790615,0.27953961,0.8733961,0.5289033,0.6690232,0.92107517,0.78935516,1.6038985,0.46923158,0.4152128,0.4656268,0.3975062,0.4953944,0.5307684,0.5847872,0.5343732,0.60249376,0.5046056,-0.06153684,-0.16957438,-0.06874641,-0.20498757,-0.009211208
3,SH600919,0.033294159355310306,1.0,,,,SH600919,江苏银行,2026-08-12,-0.006808517,0.013616926,-0.50000393,0.004255269,0.3124985,0.00255314,0.18749754,-0.008510646,-0.62500495,1.0068552,1.0111396,0.9974294,1.0023631,0.99397594,0.9959839,0.98142564,0.9236948,0.9422691,1.0044177,1.002761,0.9923444,0.98084,0.96588856,0.006373745,0.010004543,0.014777404,0.021627603,0.026396075,-0.00030120343,-0.00038030528,0.0018966848,0.0022214558,0.0010076289,0.005583036,0.013245904,0.57658327,0.8176365,0.4444494,-0.0038152721,-0.0010496703,-0.010362881,-0.013051131,0.0043863994,1.0198839,1.0198839,1.0198839,1.0198839,1.0198839,0.98741263,0.9790006,0.958055,0.9229442,0.9026016,1.0080321,1.012249,1.0070281,1.0004016,0.99156624,0.99919677,0.99558234,0.9813253,0.961245,0.9394578,0.4,0.4,0.7,0.8,0.9,0.38764682,0.51364356,0.6784052,0.7948846,0.8304618,0.8,0.9,0.95,0.96666664,0.98333335,0.4,0.4,0.25,0.033333335,0.48333332,0.4,0.5,0.7,0.93333334,0.5,0.4647339,0.20797342,-0.09883465,-0.0533806,-0.06885143,0.57797277,0.36487818,0.1556439,0.20088074,0.17133436,0.4,0.5,0.6,0.6333333,0.56666666,0.6,0.5,0.4,0.36666667,0.41666666,-0.2,0.0,0.2,0.26666668,0.15,0.55769193,0.5176992,0.54436463,0.62337667,0.54756,0.4423081,0.48230085,0.4556354,0.37662333,0.45244005,0.11538382,0.035398323,0.08872923,0.24675332,0.09511992,1.4623812,1.7372215,1.7752,1.7759742,1.8211207,0.38500386,0.4576071,0.40860873,0.38604322,0.340855,0.64851826,0.57720584,0.6154384,0.6637088,0.743544,0.2509328,0.365246,0.45623353,0.4547462,0.48352128,0.7490672,0.634754,0.54376644,0.5452538,0.5164787,-0.49813437,-0.269508,-0.08753291,-0.09050762,-0.032957427
4,SH601377,0.029602390729949607,0.8333333333333334,,,,SH601377,兴业证券,2026-08-12,0.0017065415,0.0068259547,0.25000775,0.0034129773,0.5,0.0017064357,0.24999225,0.0,0.0,0.9982964,1.0034071,0.9965928,0.99976116,1.023852,1.0202743,1.0405486,1.0500895,0.99522954,1.0028622,1.0143112,1.0210793,1.023375,1.0089544,0.0037807892,0.012451155,0.01271041,0.011941877,0.02605812,-0.001788911,-0.0037440541,-0.001708656,-0.0008092219,0.0009284529,0.55969644,0.8288509,0.6324966,0.35587028,0.3871982,0.000715594,0.0025370196,-0.0048470455,-0.011641331,-0.03634382,1.0218877,1.0340735,1.0469072,1.0536351,1.0685384,0.9961701,0.9961701,0.9961701,0.9961701,0.9430693,1.0065594,1.0248061,1.0295765,1.0333929,1.0293381,0.9996422,1.0023851,1.0065594,1.0133572,0.978533,0.4,0.2,0.1,0.06666667,0.33333334,0.14892201,0.101043686,0.07548525,0.06664755,0.45374283,0.2,0.4,0.2,0.033333335,0.4,0.4,0.7,0.85,0.9,0.11666667,-0.2,-0.3,-0.65,-0.8666667,0.28333333,0.716275,0.67002624,0.6086524,0.6354491,0.33981812,-0.7284248,-0.55949163,0.031497825,0.28107575,0.30469188,0.4,0.4,0.4,0.46666667,0.45,0.6,0.4,0.5,0.46666667,0.48333332,-0.2,0.0,-0.1,0.0,-0.033333335,0.15517521,0.28750092,0.3661419,0.40829688,0.50335574,0.8448248,0.7124991,0.63385814,0.5917031,0.4966443,-0.6896496,-0.42499816,-0.26771623,-0.18340623,0.0067114453,1.5342152,1.8319064,2.0379899,2.2009838,2.710415,0.56899375,0.53088874,0.60648096,0.6805676,1.343507,1.2751597,1.2990873,0.84648144,0.87327254,1.9467897,0.21250702,0.25324535,0.39417106,0.36348322,0.49640003,0.787493,0.74675465,0.60582894,0.6365168,0.50359994,-0.574986,-0.4935093,-0.21165791,-0.2730336,-0.0071999147
5,SH601607,0.028494188206871912,1.0,,,,SH601607,上海医药,2026-08-12,-0.005405421,0.015014973,-0.36000204,0.0054053105,0.3599947,0.0042042406,0.28000322,-0.006606491,-0.43999353,1.0054348,1.0108695,0.9957729,1.0010265,0.9939813,1.0024501,0.9978162,0.9256458,0.9895073,1.0036432,1.0061837,1.0045832,0.9907359,0.9728229,0.007462674,0.008602257,0.008994749,0.023212845,0.027669614,0.0015073316,-0.0011946912,-0.00014228742,0.0019535585,0.00091489125,0.10199262,0.1768064,0.008758363,0.5489058,0.33345142,-0.006657769,-0.00080761313,-0.0032314695,-0.01906249,0.00018782732,1.0247908,1.0247908,1.0296057,1.0296057,1.0296057,0.9813006,0.9813006,0.97828054,0.9209229,0.88782156,1.0087137,1.0126977,1.0116218,1.0087137,1.0025673,0.99843407,0.9987963,0.9939813,0.9638562,0.9527456,0.4,0.3,0.3,0.53333336,0.76666665,0.4299685,0.4299685,0.42317402,0.7275954,0.79119176,0.6,0.8,0.2,0.46666667,0.73333335,0.2,0.6,0.4,0.033333335,0.46666667,0.4,0.2,-0.2,0.43333334,0.26666668,0.7806034,0.5302662,0.5600338,0.22073084,0.2778682,0.79941124,0.5367005,0.43861666,0.5207146,0.33501664,0.4,0.4,0.45,0.53333336,0.45,0.6,0.6,0.55,0.43333334,0.53333336,-0.2,-0.2,-0.1,0.1,-0.083333336,0.6036714,0.48222554,0.50669736,0.63269967,0.50910944,0.39632866,0.51777446,0.49330264,0.36730033,0.4908906,0.20734271,-0.035548933,0.013394728,0.26539934,0.01821883,1.0961784,1.1059484,1.2437212,1.2744033,1.0669531,0.18637307,0.14398195,0.41721314,0.41618866,0.40322474,1.2643418,0.80939883,0.8774567,0.8194198,1.0216,0.43422252,0.4762031,0.38842377,0.49340156,0.51432824,0.5657775,0.5237969,0.61157626,0.5065984,0.4856718,-0.13155496,-0.047593776,-0.22315247,-0.013196883,0.028656429
6,SH600016,0.027724709678181407,0.8333333333333334,,,,SH600016,民生银行,2026-08-12,0.0,0.0085959835,0.0,0.005730656,0.6666667,0.002865328,0.33333334,-0.002865328,-0.33333334,1.0,1.0057306,0.9971347,1.0017914,1.00861,1.0200646,0.9942343,0.91689724,1.0099938,1.0063038,1.0183426,1.0127498,0.994365,0.99047893,0.0058705676,0.016827742,0.014833453,0.030551303,0.030829653,-0.0028674642,-0.004968502,0.00057171326,0.0028055473,0.00027829723,0.59645253,0.79911757,0.05199242,0.6535478,0.024853086,-0.0005688882,0.004015703,-0.018181117,-0.035045434,0.0013113053,1.0229157,1.0515485,1.0515485,1.0515485,1.0515485,0.9942832,0.9942832,0.98279405,0.9169046,0.9027912,1.0114545,1.0378536,1.0200646,1.0148832,1.0128382,1.0,1.006888,1.0022755,0.9570264,0.961024,0.3,0.15,0.175,0.45,0.525,0.19966021,0.09982975,0.25025257,0.6171494,0.65347254,0.6,0.3,0.65,0.76666665,0.8833333,0.2,0.6,0.1,0.033333335,0.5,0.4,-0.3,0.55,0.73333335,0.38333333,0.61932117,0.69238937,0.23323357,0.439339,0.11675985,0.21974532,0.21673042,0.19102427,0.36936778,0.20141628,0.2,0.3,0.45,0.56666666,0.4,0.2,0.4,0.4,0.33333334,0.45,0.0,-0.1,0.05,0.23333333,-0.05,0.19892657,0.37905493,0.5179856,0.65598834,0.4909395,0.80107343,0.6209451,0.4820144,0.34401166,0.5090605,-0.60214686,-0.24189016,0.035971224,0.31197667,-0.018120976,1.1508584,1.3971645,1.5009029,1.4010712,1.2932471,0.32452673,0.3547787,0.40838215,0.3868923,0.37487867,1.5108775,1.1617088,1.00634,0.91576195,0.93931514,0.2578603,0.43628174,0.44531152,0.49236688,0.5067938,0.7421397,0.56371826,0.5546885,0.5076331,0.4932062,-0.48427936,-0.12743652,-0.10937698,-0.015266224,0.013587589
7,SH601985,0.02670717993130647,0.6666666666666666,,,,SH601985,中国核电,2026-08-12,-0.007882909,0.011261283,-0.70000094,0.0011261597,0.10000279,0.0022522148,0.19999628,-0.006756854,-0.6000074,1.0079455,1.0090806,0.9977299,1.0004178,1.0009066,1.0172257,0.9990935,0.98549414,1.0281053,1.0029012,1.0112422,1.0122848,1.0043216,1.0049411,0.0036490518,0.012232454,0.013192287,0.015983395,0.018255971,0.00036263108,-0.0033627353,-0.0004533108,0.0009663197,0.00017293498,0.024689373,0.692739,0.04132568,0.28327307,0.027368791,-0.0036264795,0.003890196,-0.0079782745,-0.01833323,-0.0100427,1.0092949,1.045825,1.045825,1.045825,1.047522,0.9947709,0.9947709,0.98598576,0.9698138,0.9654143,1.0052584,1.0259293,1.0284679,1.019583,1.0259293,0.9998187,1.0007253,1.0007253,0.9880327,0.98730737,0.4,0.2,0.2,0.46666667,0.38333333,0.36003342,0.10242334,0.23419797,0.3971285,0.4212237,0.8,0.3,0.65,0.76666665,0.36666667,0.2,0.6,0.05,0.13333334,0.05,0.6,-0.3,0.6,0.6333333,0.31666666,0.12085586,0.3765605,0.3866207,0.3646882,0.38598874,0.48288664,0.08775871,0.283211,0.2284861,0.12006581,0.6,0.4,0.45,0.46666667,0.43333334,0.4,0.6,0.55,0.46666667,0.5,0.2,-0.2,-0.1,0.0,-0.06666667,0.47999963,0.36619708,0.5024873,0.5307692,0.4746317,0.5200004,0.63380295,0.4975127,0.46923077,0.52536833,-0.040000744,-0.26760587,0.0049746116,0.061538447,-0.050736614,1.2743952,1.6605884,1.6504866,1.5753406,1.8235523,0.3354146,0.60256296,0.5797638,0.49136636,0.5781922,0.38042033,0.8983108,1.141463,1.1899269,1.089821,0.047627866,0.4627994,0.4696817,0.45705497,0.4807461,0.95237213,0.5372006,0.53031826,0.542945,0.5192539,-0.90474427,-0.07440123,-0.060636573,-0.08589006,-0.03850781
8,SH601077,0.025203447325139225,0.8333333333333334,,,,SH601077,渝农商行,2026-08-12,0.0030722155,0.015360962,0.20000151,0.0061443155,0.39999548,0.006144431,0.40000302,0.003072331,0.20000903,0.9969372,1.0061255,0.9908116,0.999146,0.9886246,1.0072389,1.024819,0.9462254,1.0382626,0.9929679,1.0057911,1.0114788,1.0031023,1.0032402,0.005343558,0.022110865,0.018299868,0.023426373,0.02726515,0.0025853114,-0.0054526674,-0.001838101,0.00081349653,-0.00016958662,0.5852006,0.5574655,0.35311064,0.0934551,0.011799599,0.0018614741,0.018745935,0.0059831976,-0.014898043,0.001762574,1.0076169,1.0500938,1.0562232,1.0562232,1.0675867,0.97642255,0.97642255,0.97642255,0.9402585,0.92478985,0.99751806,1.0310237,1.0275078,1.0250258,1.0258532,0.98841774,0.9886246,0.99338156,0.9824198,0.97683555,1.0,0.7,0.35,0.46666667,0.45833334,0.7558243,0.320036,0.29545474,0.5151701,0.5266934,0.8,0.1,0.2,0.46666667,0.28333333,0.2,0.6,0.8,0.033333335,0.5,0.6,-0.5,-0.6,0.43333334,-0.21666667,-0.8740609,0.27509433,-0.039490953,0.19367108,-0.14559636,-0.75398225,-0.36087036,-0.38104832,-0.099003054,-0.14465894,0.8,0.5,0.45,0.46666667,0.46666667,0.2,0.5,0.55,0.46666667,0.48333332,0.6,0.0,-0.1,0.0,-0.016666668,0.7894712,0.4684688,0.44545475,0.5783133,0.47510096,0.21052879,0.5315312,0.5545453,0.4216867,0.524899,0.5789424,-0.063062444,-0.10909052,0.15662657,-0.04979804,1.3800819,1.6156644,1.5130459,1.4433489,1.3061504,0.3075576,0.34242195,0.39032894,0.38524815,0.39174432,0.6569619,1.3495246,1.2822562,1.2968837,1.1551698,0.27637297,0.3392388,0.50235015,0.4876149,0.508576,0.72362703,0.66076124,0.49764982,0.5123851,0.49142405,-0.4472541,-0.3215224,0.004700347,-0.024770182,0.017151916
9,SH600905,0.024203019755917824,0.6666666666666666,,,,SH600905,三峡能源,2026-08-12,-0.0026454835,0.010581934,-0.25,0.0026454835,0.25,0.005290967,0.5,0.0,0.0,1.0026525,1.005305,0.994695,0.99865127,1.0148883,1.0248139,0.9900744,0.987593,1.1042184,1.0024813,1.0171216,1.0202233,1.0084367,1.039909,0.0030390637,0.01716967,0.01738418,0.022494497,0.048101373,-0.0012406887,-0.0051282034,-0.000826506,0.0013116323,-0.0018579045,0.41666412,0.81774545,0.079113685,0.26349562,0.45502123,-2.2599478e-08,0.005955326,-0.012371511,-0.027455382,0.014899183,1.0127465,1.0510092,1.0510092,1.0510092,1.1645081,0.994695,0.994695,0.9795696,0.9589841,0.9589841,1.003474,1.0347395,1.0352358,1.0327543,1.0823821,1.0,1.0019852,1.0019852,0.9895781,0.9900744,0.3,0.15,0.175,0.45,0.30833334,0.29388234,0.094203666,0.28598136,0.4457036,0.19956742,0.2,0.4,0.7,0.8,0.15,1.0,1.0,0.05,0.23333333,0.6166667,-0.8,-0.6,0.65,0.56666666,-0.46666667,0.42521915,0.65261173,0.43023217,0.4676962,0.74347,0.29324234,0.03710772,0.171756,0.17579849,0.25938576,0.2,0.3,0.45,0.43333334,0.41666666,0.6,0.5,0.4,0.4,0.48333332,-0.4,-0.2,0.05,0.033333335,-0.06666667,0.12500142,0.32142898,0.53125,0.5274726,0.41463417,0.87499857,0.67857105,0.46874997,0.47252738,0.58536583,-0.74999714,-0.35714203,0.062500045,0.05494524,-0.17073163,1.0546249,1.3389922,1.6511713,1.5414623,2.2296317,0.16488117,0.38034633,0.62872714,0.54318976,1.3406202,0.90608615,0.9561081,1.5107014,1.4804785,2.0815654,0.106407106,0.44175866,0.45888314,0.47452554,0.47878566,0.8935929,0.5582413,0.54111683,0.5254745,0.5212143,-0.7871858,-0.116482645,-0.08223371,-0.050948925,-0.04242866
