,datetime,instrument,score,exp_name,rid,weight,real_label,error,abs_error
0,2026-09-11,SH600000,0.0057035713093351054,EXP_CatBoostModel_Alpha158_csi300_custom_step0_s_20260911_18,6c9d478d9c7743e18a211f23b6d61d0c,0.074,,,
1,2026-09-11,SZ300832,0.0247080996632576,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
2,2026-09-11,SZ300866,0.022376827895641327,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
3,2026-09-11,SZ300896,-0.01569480448961258,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
4,2026-09-11,SZ300999,0.008597727864980698,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
5,2026-09-11,SZ301165,0.11005149781703949,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
6,2026-09-11,SZ301236,-0.008158622309565544,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
7,2026-09-11,SZ301269,-0.05325416848063469,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
8,2026-09-11,SZ301308,-0.1670811027288437,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
9,2026-09-11,SZ302132,-0.02132711187005043,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
10,2026-09-11,SH600000,-0.020766355097293854,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,03111eafe93f4f8b9e88edbf92a13a2b,0.011,,,
11,2026-09-11,SH600009,0.007210198789834976,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,03111eafe93f4f8b9e88edbf92a13a2b,0.011,,,
12,2026-09-11,SH600010,-0.08123268187046051,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,03111eafe93f4f8b9e88edbf92a13a2b,0.011,,,
13,2026-09-11,SH600011,0.038118667900562286,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,03111eafe93f4f8b9e88edbf92a13a2b,0.011,,,
14,2026-09-11,SH600015,-0.04312770813703537,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,03111eafe93f4f8b9e88edbf92a13a2b,0.011,,,
15,2026-09-11,SH600016,0.0703354924917221,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,03111eafe93f4f8b9e88edbf92a13a2b,0.011,,,
16,2026-09-11,SH600018,0.04480334371328354,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,03111eafe93f4f8b9e88edbf92a13a2b,0.011,,,
17,2026-09-11,SH600019,0.049950845539569855,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,03111eafe93f4f8b9e88edbf92a13a2b,0.011,,,
18,2026-09-11,SH600066,-0.04839862883090973,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,03111eafe93f4f8b9e88edbf92a13a2b,0.011,,,
19,2026-09-11,SH600061,-0.004606774542480707,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,03111eafe93f4f8b9e88edbf92a13a2b,0.011,,,
20,2026-09-11,SH600050,-0.04869494587182999,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,03111eafe93f4f8b9e88edbf92a13a2b,0.011,,,
21,2026-09-11,SH600048,-0.05599606782197952,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,03111eafe93f4f8b9e88edbf92a13a2b,0.011,,,
22,2026-09-11,SH600039,-0.045721907168626785,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,03111eafe93f4f8b9e88edbf92a13a2b,0.011,,,
23,2026-09-11,SH600036,0.003669820725917816,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,03111eafe93f4f8b9e88edbf92a13a2b,0.011,,,
24,2026-09-11,SZ300803,-0.11471875011920929,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
25,2026-09-11,SH600031,0.009615817107260227,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,03111eafe93f4f8b9e88edbf92a13a2b,0.011,,,
26,2026-09-11,SH600029,-0.05377819761633873,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,03111eafe93f4f8b9e88edbf92a13a2b,0.011,,,
27,2026-09-11,SH600028,0.04470314830541611,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,03111eafe93f4f8b9e88edbf92a13a2b,0.011,,,
28,2026-09-11,SH600027,0.09415929019451141,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,03111eafe93f4f8b9e88edbf92a13a2b,0.011,,,
29,2026-09-11,SH600026,-0.0658533051609993,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,03111eafe93f4f8b9e88edbf92a13a2b,0.011,,,
30,2026-09-11,SH600025,-0.002149139530956745,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,03111eafe93f4f8b9e88edbf92a13a2b,0.011,,,
31,2026-09-11,SH600023,0.009321793913841248,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,03111eafe93f4f8b9e88edbf92a13a2b,0.011,,,
32,2026-09-11,SH600030,-0.07663118839263916,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,03111eafe93f4f8b9e88edbf92a13a2b,0.011,,,
33,2026-09-11,SH600085,-0.028812766075134277,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,03111eafe93f4f8b9e88edbf92a13a2b,0.011,,,
34,2026-09-11,SZ300760,0.045182641595602036,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
35,2026-09-11,SZ300661,-0.07300746440887451,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
36,2026-09-11,SZ002625,-0.07489199936389923,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
37,2026-09-11,SZ002648,0.004325341433286667,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
38,2026-09-11,SZ002709,-0.09022273123264313,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
39,2026-09-11,SZ002714,0.0490582138299942,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
40,2026-09-11,SZ002736,-0.02476431243121624,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
41,2026-09-11,SZ002837,-0.09933251142501831,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
42,2026-09-11,SZ002916,-0.14439460635185242,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
43,2026-09-11,SZ002920,-0.035077210515737534,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
44,2026-09-11,SZ002938,-0.12709733843803406,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
45,2026-09-11,SZ003816,0.06560289859771729,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
46,2026-09-11,SZ300014,-0.09380275011062622,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
47,2026-09-11,SZ300015,-0.024922214448451996,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
48,2026-09-11,SZ300033,-0.03316865116357803,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
49,2026-09-11,SZ300059,-0.03504852205514908,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
50,2026-09-11,SZ300122,-0.0336696095764637,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
51,2026-09-11,SZ300124,-0.054664675146341324,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
52,2026-09-11,SZ300251,-0.031575724482536316,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
53,2026-09-11,SZ300628,-0.03460589423775673,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
54,2026-09-11,SZ300502,-0.08382607996463776,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260911_16,18f2bb3d49db4d08ba3139e12711a212,0.085,,,
