,datetime,instrument,score,exp_name,rid,weight,real_label,error,abs_error
0,2026-09-09,SH600000,0.011396801803606636,EXP_CatBoostModel_Alpha158_csi300_custom_step0_s_20260909_19,aa0a81966d684b9eb81cd9f0d9caf8cd,0.106,,,
1,2026-09-09,SH601066,0.020272187888622284,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
2,2026-09-09,SH601077,0.08321628719568253,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
3,2026-09-09,SH601088,-0.01190170831978321,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
4,2026-09-09,SH601100,-0.0143948495388031,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
5,2026-09-09,SH601111,0.015244722366333008,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
6,2026-09-09,SH601117,0.016119379550218582,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
7,2026-09-09,SH601127,0.007863233797252178,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
8,2026-09-09,SH601136,-0.010486994870007038,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
9,2026-09-09,SH601138,-0.056017495691776276,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
10,2026-09-09,SH601166,0.03001212701201439,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
11,2026-09-09,SH601169,0.10502424091100693,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
12,2026-09-09,SH601186,0.008485975675284863,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
13,2026-09-09,SH601211,-0.021151158958673477,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
14,2026-09-09,SH601059,-0.01321771927177906,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
15,2026-09-09,SH601225,-0.021883560344576836,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
16,2026-09-09,SH601238,-0.02337871864438057,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
17,2026-09-09,SH601288,0.09938062727451324,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
18,2026-09-09,SH601318,0.053180620074272156,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
19,2026-09-09,SH601319,0.06676346808671951,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
20,2026-09-09,SH601328,0.02972406893968582,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
21,2026-09-09,SH601336,-0.01838434673845768,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
22,2026-09-09,SH601360,-0.02192130871117115,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
23,2026-09-09,SH601377,0.05080655962228775,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
24,2026-09-09,SH601390,0.011102828197181225,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
25,2026-09-09,SH601398,0.031052833423018456,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
26,2026-09-09,SH601456,-0.003505036234855652,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
27,2026-09-09,SH601600,-0.05843544378876686,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
28,2026-09-09,SH601601,0.055348075926303864,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
29,2026-09-09,SH601229,0.07414250820875168,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
30,2026-09-09,SH601058,-0.013636857271194458,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
31,2026-09-09,SH601021,-0.0068733603693544865,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
32,2026-09-09,SH601018,0.10754402726888657,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
33,2026-09-09,SH600588,0.04310388118028641,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
34,2026-09-09,SH600600,-0.030438512563705444,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
35,2026-09-09,SH600660,-0.029210064560174942,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
36,2026-09-09,SH600674,0.008531937375664711,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
37,2026-09-09,SH600690,0.030332572758197784,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
38,2026-09-09,SH600741,-0.0014822587836533785,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260909_16,0f6fd869af2b4ab6b135086a7035b672,0.096,,,
